id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price_estimate,is_recent
52485,Women,Apparel,Innerwear,Camisoles,Blue,Summer,2017,Casual,Red Rose Blue Camisole,784,True
15342,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Sports,Nike Women Printed Pink Tshirts,3641,False
51200,Women,Apparel,Innerwear,Bra,Pink,Summer,2017,Casual,Enamor Women Pink Bra,3499,True
7190,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Jealous 21 Women Rinse Wash Black Jegging,3489,False
47365,Women,Accessories,Bags,Mobile Pouch,Gold,Summer,2012,Casual,Baggit Women Gold Coloured Dhamal Mobile Pouch,3664,False
13889,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Women Check Blue Shirts,2188,False
6042,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,UCB Men Basic Logo Light Blue Shirt,2341,False
23620,Men,Personal Care,Fragrance,Fragrance Gift Set,Blue,Spring,2017,Casual,Nike Fragrances Men Blue Blue Wave Deo & Perfume,3919,True
9836,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Little Miss Women Printed Purple T-shirt,2135,False
17415,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Lotto Men T-Effect IV White Sports Shoe,1714,False
3530,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Men's Turn Me On Black T-shirt,3829,False
42617,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016,Casual,Estelle Women Gold Jewellery Set,2916,True
12167,Women,Apparel,Topwear,Dupatta,Pink,Fall,2011,Ethnic,Aurelia Women Voile Pink Dupatta,466,False
26352,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,DKNY Women White Dial Watch NY8473,2651,True
27280,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic,Mother Earth Women Black Kurta,3579,False
30237,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Numero Uno Men Black Shoes,2536,False
46071,Men,Accessories,Belts,Belts,Black,Summer,2015,Casual,Lino Perros Men Black Leather Belt,2370,True
22534,Unisex,Footwear,Flip Flops,Flip Flops,Red,Fall,2015,Casual,Crocs Kids Red Flip-Flops,2833,True
34451,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,Rocia Women Black Sandals,2750,False
55466,Women,Personal Care,Lips,Lipstick,Red,Spring,2017,Casual,Revlon Kiss Me Coral Super Lustrous Lipstick 750,3765,True
19749,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Levi's Men Solid Green Tshirt,4048,False
26194,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017,Casual,Formula 1 Men Performance Deo,2493,True
31123,Girls,Apparel,Topwear,Tops,White,Summer,2012,Casual,Gini and Jony Girls Printed White Top,3422,False
49039,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual,Lucera Women Silver Ring,1338,False
43503,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,French Connection Men Green T-shirt,3802,False
28832,Women,Apparel,Innerwear,Briefs,White,Summer,2014,Casual,Enamor Women Pack of 3 Briefs,1131,False
50928,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual,Parx Men Navy Blue Briefs,3227,True
2624,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Carlton London Women Black Solid Sandals,2923,False
27046,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Yelloe Brown Heavy Strap Handbag,3345,False
13273,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Inc 5 Women Casual Gold Heels,1572,False
57331,Women,Apparel,Innerwear,Bra,Peach,Winter,2015,Casual,Amante Peach-Coloured Demi-Cup Balconette Bra BCPP01,1630,True
41254,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Arrow Men Black Belt,1553,False
25711,Unisex,Accessories,Headwear,Caps,Pink,Summer,2012,Sports,ADIDAS Unisex Pink Cap,2010,False
11524,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Blue Sweatshirt,3823,False
5401,Women,Footwear,Shoes,Sports Shoes,Blue,Unknown,2011,Sports,Kalenji Ekiden 100  Lady Blue 2011,1700,False
44726,Women,Footwear,Flip Flops,Flip Flops,Grey,Summer,2010,Casual,Lotto Women Grey Flip Flop,1025,False
53791,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Puma Men White T-shirt,2090,False
14056,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Flying Machine Men Printed White Tshirts,2355,False
20263,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Wrangler Men Rust Red T-shirt,562,False
15184,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011,Casual,Arrow Sport Men Solid Grey Sweaters,3483,False
52643,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Mod'acc Women Red Handbag,942,False
33446,Women,Accessories,Wallets,Wallets,Red,Summer,2012,Casual,Baggit Women Samson Lisa Red Wallet,1745,False
58977,Men,Personal Care,Fragrance,Deodorant,Silver,Spring,2017,Casual,Colour Me Men Silver Deo,3276,True
57103,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Elle Women Blue Top,1402,False
25523,Women,Apparel,Topwear,Shirts,Pink,Summer,2012,Casual,Wrangler Women Cory Pink Shirt,1822,False
11716,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011,Casual,Lee Men Check Blue Shirts,4015,False
36908,Men,Accessories,Wallets,Wallets,Black,Winter,2016,Casual,Fossil Men Black Cross Traveler Wallet,1207,True
32594,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,ONLY Women Green Top,893,False
40988,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Gini and Jony Boys Core Blue T-shirt,1287,False
20051,Women,Accessories,Mufflers,Mufflers,Blue,Fall,2011,Casual,United Colors Of Benetton Women Blue Muffler,350,False
36134,Women,Footwear,Flip Flops,Flip Flops,Beige,Summer,2012,Casual,Nike Women Beige Solarsoft Thong II Flip Flops,433,False
21183,Women,Footwear,Flip Flops,Flip Flops,Blue,Fall,2010,Casual,ADIDAS Women polka Blue Flip Flops,1482,False
59099,Women,Apparel,Innerwear,Briefs,Purple,Summer,2017,Casual,Peri Peri Women Purple Brief,3398,True
39940,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013,Casual,Gas Men Venetian Grey Shoes,4239,False
16533,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Locomotive Men Check Purple Shirt,832,False
8910,Unisex,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Unisex Benecio Leather Drip White Casual Shoes,1209,False
22706,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Women White Capri II Sports Shoes,3005,False
7164,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Scullers Men Black & Red Check Shirt,3463,False
46243,Women,Apparel,Topwear,Tunics,White,Summer,2012,Ethnic,Fusion Beats Women White & Green Tunic,2542,False
47391,Women,Accessories,Bags,Handbags,Beige,Fall,2012,Casual,Baggit Women Beige Handbag,3690,False
50326,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Aurelia Women White Printed Kurta,2625,False
31311,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,W Women Green Kurta,3610,False
7958,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Puma Men's Tech Graphic Blue T-shirt,4257,False
55654,Women,Footwear,Shoes,Heels,Maroon,Winter,2015,Casual,Catwalk Women Maroon Wedges,3953,True
12193,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Basics Men White Checked Shirt,492,False
27274,Women,Apparel,Topwear,Kurtis,Purple,Fall,2011,Ethnic,Mother Earth Women Printed Purple Kurti,3573,False
43731,Women,Accessories,Jewellery,Bracelet,Gold,Summer,2012,Ethnic,Royal Diadem Bracelet,4030,False
11372,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Blue Shirts,3671,False
41402,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Wrangler Women Pink T-shirt,1701,False
39518,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2012,Casual,Peter England Unisex Black Laptop Bag,3817,False
33022,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Mother Earth Women Black Kurta,1321,False
57567,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,Casual,Lotus Herbals Pure Colors Moisturising   Lilac Beauty Lipstick 644,1866,True
4385,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Wrangler Rodeo Sketch T-shirt,684,False
14600,Men,Accessories,Socks,Socks,White,Summer,2011,Casual,United Colors of Benetton Men Pack of 2 White Socks,2899,False
5257,Unisex,Accessories,Bags,Backpacks,Purple,Summer,2011,Casual,Quechua Unisex Purple Flame Backpack,1556,False
37482,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Women White Watch,1781,True
44170,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Nike Fragrances Men Green Storm Deo,469,True
34207,Men,Apparel,Topwear,Tshirts,Green,Summer,2013,Casual,Proline Men Green Polo Tshirt,2506,False
28658,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Nike Women Alphaballer  Black Casual Shoes,957,False
50742,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Chief Men Brown Shoes,3041,True
17085,Women,Accessories,Wallets,Wallets,Pink,Winter,2015,Casual,Lino Perros Women Flower Pink Wallet,1384,True
16157,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Enroute Men Leather Black Casual Shoes,456,False
51690,Men,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual,Louis Philippe Men Oversized Sunglasses LP226-C3,3989,True
22362,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,Wildcraft Unisex Black Rock Backpack,2661,True
7500,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Sports,Nike Women's Purple Polo T-shirt,3799,False
19923,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Wrangler Women Printed White T-shirt,4222,False
46627,Women,Personal Care,Fragrance,Deodorant,Orange,Spring,2017,Casual,Rasasi Women Chastity Deo and Perfume Set,2926,True
27610,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Casual,Scullers Men Grey Trousers,3909,False
13425,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,United Colors of Benetton Men Stripes Pink Tshirts,1724,False
43355,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Reebok Men Black Fuel Techno Sports Shoes,3654,False
55230,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017,Casual,Lakme Perfect Radiance Intense Whitening Golden Medium Foundation 03,3529,True
50570,Men,Apparel,Innerwear,Trunk,Brown,Summer,2016,Casual,Chromozome Men Brown Trunks,2869,True
34035,Boys,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Gini and Jony Boys Check Navy Blue Shirt,2334,False
7732,Unisex,Accessories,Headwear,Caps,Black,Fall,2011,Sports,Puma Unisex Ducati Black Cap,4031,False
16365,Men,Apparel,Topwear,Shirts,Cream,Fall,2011,Formal,Peter England Men Stripes Cream Shirt,664,False
22150,Men,Footwear,Sandal,Sandals,Brown,Fall,2011,Casual,Lee Cooper Men Brown Casual Sandals,2449,False
42889,Women,Accessories,Bags,Clutches,Black,Summer,2012,Casual,French Connection Women Black Sequin Clutch,3188,False
43167,Women,Accessories,Watches,Watches,Purple,Winter,2016,Casual,Fastrack Women Purple Dial Watch,3466,True
30495,Women,Apparel,Innerwear,Bra,Beige,Summer,2014,Casual,Lovable Women Fiona Beige Bra,2794,False
2240,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Casual,ADIDAS Men Crew Blue T-shirt,2539,False
27422,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Red,Winter,2015,Casual,Jockey Women Red Relaxed Lounge Pants,3721,True
13617,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016,Casual,Hanes Men Black V DuoDry Body Fit V-Neck T-shirt,1916,True
55002,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017,Unknown,Lakme Absolute Liplast Day Passion Lip Gloss,3301,True
31547,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Classic Polo Men Striped White T-shirt,3846,False
56687,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Men Beige Kurta,986,False
11140,Women,Accessories,Scarves,Scarves,White,Fall,2011,Casual,Scullers Women Solid White Scarves,3439,False
5859,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,ADIDAS Men's Allover White T-shirt,2158,False
10092,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Reebok Men Racehound Silver Sports Shoes,2391,False
57755,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,2017,Unknown,Lotus Herbals Whiteglow Facial Foam,2054,True
33210,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual,Sepia Women Striped Navy Blue Top,1509,False
45290,Women,Accessories,Watches,Watches,Black,Summer,2017,Casual,CASIO Women Black & Steel Analogue Watch,1589,True
36762,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Men White Dial Watch,1061,True
44342,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012,Casual,Indian Terrain Men Maroon T-shirt,641,False
42874,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,French Connection Women Black Sling Bag,3173,False
16398,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Levis Men Green & White Striped Shirt,697,False
28497,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012,Sports,Urban Yoga Men Grey Shorts,796,False
54911,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Do u speak green Women Printed White T-shirt,3210,False
8787,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Price catch Green White Shirts,1086,False
9655,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Indigo Nation Men Bling Blue Shirts,1954,False
30468,Women,Apparel,Innerwear,Bra,Black,Summer,2014,Casual,Lovable Women All Day Long Black Bra,2767,False
23843,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011,Sports,ADIDAS Men Grey Uraha Sports Shoes,4142,False
48572,Women,Accessories,Jewellery,Bracelet,Silver,Winter,2012,Casual,Lucera Women Black and Silver Bracelet,871,False
18202,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,Nike Men AS Squad Fleec LS Crew Grey Sweatshirt,2501,False
38605,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Nike Men Yellow Eligible Athlete T-shirt,2904,False
4976,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Gini and Jony Boy's Kent Pack of 3 Infant Tee Kidswear,1275,False
25388,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Levis Men Pack of 3 Briefs,1687,True
10853,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Wrangler Men Blue Polo Tshirts,3152,False
5098,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Wrangler Men's Hand Of Quality Red T-shirt,1397,False
59632,Women,Apparel,Saree,Sarees,Olive,Fall,2012,Ethnic,FNF Olive Wedding Collection Sari,3931,False
21728,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Formal,Hush Puppies Men Casual Brown Shoes,2027,False
11981,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,FILA Men Intense Black Sports Shoes,4280,False
38437,Women,Free Items,Free Gifts,Handbags,Purple,Summer,2010,Casual,Baggit Purple Sling Bag,2736,False
24068,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,Locomotive Men Check Grey Shirt,367,False
56448,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017,Casual,Streetwear Shine Divine Berry Divine Nail Polish 15,747,True
45863,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Vishudh Women Multi Coloured Kurta,2162,False
24854,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,Mother Earth Women Printed Blue Top,1153,False
4378,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Mickey Men's Joy Polo Heritage Grey T-shirt,677,False
59400,Women,Apparel,Topwear,Tops,Grey,Summer,2010,Casual,Tokyo Talkies Women Grey Top,3699,False
29777,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Casual,Basics Men Black Trousers,2076,False
3961,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Jealous 21 Women Black Shimmery Halter Neck Top,4260,False
35328,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,3627,True
17078,Women,Accessories,Wallets,Wallets,Red,Winter,2015,Casual,Lino Perros Women Blue Zip Red Wallet,1377,True
49692,Men,Accessories,Ties,Ties,Red,Summer,2012,Casual,Park Avenue Men Red Tie,1991,False
16996,Women,Footwear,Shoes,Flats,Brown,Winter,2012,Casual,Rocia Women Casual Brown Flats,1295,False
31788,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Lee Women Beyoce Blue T-shirt,4087,False
18030,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Lino Perros Women Printed Camel Handbag,2329,True
17844,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men Air Compel White Sports Shoe,2143,False
59858,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017,Casual,Olay Women Natural White Healthy Fairness Day Lotion SPF 24,4157,True
39181,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012,Ethnic,Aneri Women Yellow Printed Kurta,3480,False
32569,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,ONLY Women Pink Top,868,False
21942,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Casual Brown Handbag,2241,True
40149,Girls,Apparel,Dress,Dresses,Pink,Summer,2012,Casual,Gini and Jony Girls Play Suit Pink Dress,448,False
20890,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2011,Casual,Basics Men Beige Casual  Shoes,1189,False
38053,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Digital Watch,2352,True
10639,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Nike Men Nike Capri II Black Casual Shoes,2938,False
56810,Women,Apparel,Topwear,Kurtis,Red,Summer,2012,Ethnic,Aneri Women Red Kurti,1109,False
59064,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual,Peri Peri Women Black Bra,3363,True
40975,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Gini and Jony Boys United Green T-shirt,1274,False
14299,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Classic Polo Men Printed pack of 3 Tshirts,2598,False
13880,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Check Green Shirts,2179,False
29313,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,ADIDAS Unisex Black Backpack,1612,False
51209,Women,Apparel,Innerwear,Bra,Pink,Summer,2017,Casual,Enamor Women Pink Bra,3508,True
12952,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Basics Men Blue Slim Fit Checked Shirt,1251,False
7199,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Jealous 21 Women White Knit With Face Printed Top,3498,False
18454,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Guess Natural Women Perfumes,2753,True
6877,Women,Apparel,Topwear,Jackets,Pink,Summer,2011,Casual,Forever New Women Soft Magnolia Pink Jacket,3176,False
27289,Women,Apparel,Topwear,Kurtas,Grey,Fall,2011,Ethnic,Mother Earth Women Striped Grey Kurta,3588,False
9003,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Murcia Women Tote Black Handbags,1302,True
3539,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Men's I am a nice guy Black T-shirt,3838,False
19586,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,United Colors of Benetton Women Printed Pink T-shirt,3885,False
30830,Women,Apparel,Bottomwear,Churidar,White,Summer,2012,Ethnic,Fabindia Women White Churidar,3129,False
6279,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,UCB Women's Halftone Print Grey T-shirt,2578,False
27887,Women,Apparel,Topwear,Shirts,White,Summer,2012,Formal,Scullers For Her White Check Shirt,4186,False
26955,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Jealous 21 Women Black Top,3254,False
29121,Women,Footwear,Shoes,Heels,Silver,Summer,2012,Casual,Puma Women Lily Thong Silver Flats,1420,False
9231,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Formal,Mark Taylor Men Grey Striped Shirt,1530,False
48116,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Fossil Women Black Floral Grommets Belt,415,False
54549,Women,Apparel,Topwear,Tunics,Multi,Summer,2012,Casual,Global Desi Women Multi Coloured Tunic,2848,False
26169,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,John Miller Men Black Trousers,2468,False
51807,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Summer,2016,Casual,Bwitch Blue Nightdress,4106,True
15945,Men,Accessories,Wallets,Wallets,Brown,Fall,2011,Casual,Turtle Men Leather Brown Wallets,4244,False
14897,Women,Accessories,Wallets,Wallets,Purple,Summer,2011,Casual,United Colors of Benetton Women Solid Purple Wallets,3196,False
33689,Men,Footwear,Shoes,Casual Shoes,White,Winter,2012,Casual,Cobblerz Men White & Blue Casual Shoes,1988,False
59256,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Men Black Watch,3555,True
15179,Men,Apparel,Topwear,Sweaters,Red,Fall,2011,Casual,Arrow Sport Men Stripes Red Sweaters,3478,False
45609,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Arrow Men Black Formal Shoes,1908,False
37229,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,United Colors of Benetton Men Leather Black Belt,1528,False
1860,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Inkfruit Mens Shiva T-shirt,2159,False
36901,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fossil Men Black Dial Chronograph Watch FS4642,1200,True
39175,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012,Ethnic,Aneri Women Orange Printed Kurta,3474,False
20864,Unisex,Footwear,Sandal,Sandals,Navy Blue,Winter,2012,Casual,Disney Kids-Unisex Sandals,1163,False
59090,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual,Peri Peri Women Black Bra,3389,True
39949,Men,Footwear,Shoes,Casual Shoes,White,Spring,2013,Casual,GAS Men White Walk Casual Shoes,4248,False
52478,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Red,Winter,2015,Casual,Red Rose Red Nightdress,777,True
20058,Women,Apparel,Bottomwear,Stockings,Grey,Fall,2011,Casual,united Colors Of Benetton Women Grey Tight,357,False
57936,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2012,Casual,Clarks Men Brown Shoes,2235,False
13874,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Scullers Men Solid Navy Blue Shirts,2173,False
47398,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Baggit Women Brown Handbag,3697,False
8919,Men,Accessories,Belts,Belts,Black,Spring,2014,Casual,Puma Men Black heritage classic Leather Belt,1218,False
6883,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,Forever New Women Floral Trendy Purple Top,3182,False
13048,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Spykar Men Green Printed T-shirt,1347,False
31318,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012,Ethnic,Aurelia Women Printed Brown Kurta,3617,False
8125,Men,Accessories,Belts,Belts,Black,Winter,2016,Casual,Fastrack Men Black Belt,424,True
7951,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men's Graphic Black Purple T-shirt,4250,False
19572,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,United Colors of Benetton Men Printed Red T-shirt,3871,False
28007,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016,Casual,Jockey ZONE Men Grey Modern Trunks US19,306,True
34458,Women,Footwear,Shoes,Heels,Black,Winter,2012,Formal,Rocia Women Black Wedges,2757,False
27873,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Scullers For Her Striped Purple Shirt,4172,False
16708,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Fila Men Striper Pique White Tshirt,1007,False
31916,Women,Accessories,Bags,Clutches,Purple,Summer,2012,Casual,Fabindia Women Purple Silk Clutch,4215,False
50921,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Parx Men White & Red Briefs,3220,True
18692,Men,Apparel,Innerwear,Trunk,Blue,Summer,2016,Casual,Hanes Men Blue Modern Duo Dry Cotton Stretch Trunks,2991,True
46844,Girls,Footwear,Flip Flops,Flip Flops,Blue,Fall,2012,Casual,Barbie Girls Blue Slippers,3143,False
19740,Women,Accessories,Umbrellas,Umbrellas,Green,Summer,2012,Casual,United Colors of Benetton Green Graphic Design Umbrella,4039,False
8317,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Wildcraft Men Blue Printed T-shirt,616,False
39347,Men,Apparel,Topwear,Tshirts,Purple,Fall,2012,Casual,Mr. Men Men Purple T-shirt,3646,False
57338,Women,Apparel,Innerwear,Bra,Purple,Winter,2015,Casual,Amante Purple Demi-Cup Lace Bra BGDC01,1637,True
14863,Women,Accessories,Jewellery,Necklace and Chains,Red,Summer,2011,Casual,United Colors of Benetton Women Three Strands Red Necklace,3162,False
38295,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Reid & Taylor Men Brown Wallet,2594,False
5408,Unisex,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports,Quechua Wayta Jr Blue,1707,False
53798,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Black T-shirt,2097,False
55837,Women,Personal Care,Nails,Nail Polish,Purple,Spring,2017,Casual,Colorbar Pro Blue Effect Nail Lacquer 060,4136,True
22159,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Lee Cooper Men Black Casual Shoes,2458,False
42880,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual,French Connection Women Orange Sling Bag,3179,False
50579,Men,Apparel,Innerwear,Briefs,Charcoal,Winter,2016,Casual,Chromozome Men Charcoal Pack of 2 Briefs,2878,True
43952,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual,Catwalk Women Blue Flats,4251,False
28463,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012,Sports,Urban Yoga Women Black Shorts,762,False
19324,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011,Casual,Myntra Men Solid Maroon Sweatshirt,3623,False
8773,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Indigo Nation Men Price catch Yellow Shirts,1072,False
2249,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Sports,ADIDAS Unisex Classic Blue Backpack,2548,False
34800,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Flying Machine Men Woven Black Belt,3099,False
